# Chunk-averaged data for fix allDensity and group ave
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount density/number
8000000 33 27000
  1 0.968009 889.252 0.823851
  2 1.96801 863.436 0.799934
  3 2.96801 827.716 0.766841
  4 3.96801 818.064 0.757899
  5 4.96801 775.72 0.718669
  6 5.96801 752.662 0.697307
  7 6.96801 737.664 0.683412
  8 7.96801 716.392 0.663704
  9 8.96801 703.924 0.652153
  10 9.96801 697.63 0.646322
  11 10.968 708.334 0.656239
  12 11.968 707.764 0.655711
  13 12.968 722.07 0.668965
  14 13.968 757.664 0.701941
  15 14.968 796.712 0.738117
  16 15.968 831.296 0.770158
  17 16.968 856.412 0.793427
  18 17.968 863.598 0.800084
  19 18.968 875.91 0.811491
  20 19.968 869.93 0.80595
  21 20.968 864.82 0.801216
  22 21.968 868.022 0.804183
  23 22.968 866.646 0.802908
  24 23.968 875.87 0.811453
  25 24.968 877.822 0.813262
  26 25.968 870.848 0.806801
  27 26.968 875.28 0.810907
  28 27.968 887.036 0.821798
  29 28.968 890.958 0.825432
  30 29.968 874.106 0.809819
  31 30.968 864.04 0.800494
  32 31.968 864.444 0.800868
  33 32.968 747.958 0.692949
9000000 33 54000
  1 0.968009 881.485 0.816655
  2 1.96801 874.487 0.810172
  3 2.96801 856.5 0.793508
  4 3.96801 843.841 0.78178
  5 4.96801 821.176 0.760782
  6 5.96801 813.171 0.753366
  7 6.96801 810.301 0.750707
  8 7.96801 796.301 0.737736
  9 8.96801 777.333 0.720163
  10 9.96801 767.015 0.710604
  11 10.968 756.328 0.700703
  12 11.968 739.804 0.685395
  13 12.968 732.745 0.678855
  14 13.968 742.39 0.68779
  15 14.968 754.512 0.699021
  16 15.968 774.223 0.717282
  17 16.968 784.729 0.727015
  18 17.968 789.555 0.731487
  19 18.968 803.395 0.744309
  20 19.968 811.855 0.752146
  21 20.968 822.638 0.762136
  22 21.968 839.508 0.777766
  23 22.968 854.633 0.791778
  24 23.968 865.626 0.801963
  25 24.968 867.296 0.80351
  26 25.968 860.891 0.797576
  27 26.968 861.779 0.798399
  28 27.968 869.726 0.805761
  29 28.968 878.515 0.813904
  30 29.968 868.836 0.804937
  31 30.968 865.996 0.802306
  32 31.968 867.546 0.803742
  33 32.968 745.864 0.691009
10000000 33 81000
  1 0.968009 851.799 0.789152
  2 1.96801 855.413 0.792501
  3 2.96801 850.006 0.787492
  4 3.96801 849.081 0.786635
  5 4.96801 837.225 0.775651
  6 5.96801 828.706 0.767758
  7 6.96801 826.937 0.76612
  8 7.96801 819.086 0.758846
  9 8.96801 808.841 0.749354
  10 9.96801 804.914 0.745716
  11 10.968 796.773 0.738173
  12 11.968 785.558 0.727784
  13 12.968 784.959 0.727229
  14 13.968 791.069 0.73289
  15 14.968 797.143 0.738516
  16 15.968 806.177 0.746886
  17 16.968 811.772 0.75207
  18 17.968 815.553 0.755572
  19 18.968 828.363 0.767441
  20 19.968 829.106 0.768129
  21 20.968 824.349 0.763721
  22 21.968 830.908 0.769798
  23 22.968 833.835 0.77251
  24 23.968 830.365 0.769295
  25 24.968 825.888 0.765147
  26 25.968 818.611 0.758406
  27 26.968 815.563 0.755581
  28 27.968 820.332 0.76
  29 28.968 829.636 0.76862
  30 29.968 822.955 0.76243
  31 30.968 822.155 0.761689
  32 31.968 830.399 0.769326
  33 32.968 716.521 0.663824
11000000 33 108000
  1 0.968009 859.47 0.79626
  2 1.96801 860.887 0.797572
  3 2.96801 852.525 0.789825
  4 3.96801 846.543 0.784283
  5 4.96801 828.147 0.76724
  6 5.96801 814.62 0.754708
  7 6.96801 805.762 0.746502
  8 7.96801 795.361 0.736865
  9 8.96801 784.085 0.726419
  10 9.96801 779.829 0.722476
  11 10.968 774.898 0.717908
  12 11.968 766.82 0.710423
  13 12.968 768.818 0.712274
  14 13.968 776.996 0.719852
  15 14.968 787.433 0.729521
  16 15.968 800.652 0.741767
  17 16.968 813.297 0.753482
  18 17.968 823.866 0.763274
  19 18.968 837.952 0.776324
  20 19.968 839.468 0.777728
  21 20.968 836.442 0.774925
  22 21.968 841.774 0.779866
  23 22.968 843.207 0.781193
  24 23.968 839.737 0.777978
  25 24.968 837.459 0.775867
  26 25.968 831.976 0.770788
  27 26.968 830.942 0.769829
  28 27.968 834.796 0.7734
  29 28.968 842.55 0.780584
  30 29.968 837.432 0.775842
  31 30.968 838.412 0.776751
  32 31.968 843.03 0.781029
  33 32.968 724.814 0.671507
12000000 33 135000
  1 0.968009 864.862 0.801255
  2 1.96801 866.835 0.803083
  3 2.96801 858.104 0.794994
  4 3.96801 851.45 0.78883
  5 4.96801 836.781 0.775239
  6 5.96801 828.928 0.767963
  7 6.96801 821.05 0.760666
  8 7.96801 811.881 0.75217
  9 8.96801 801.331 0.742397
  10 9.96801 797.179 0.73855
  11 10.968 788.448 0.730461
  12 11.968 777.564 0.720377
  13 12.968 772.258 0.715461
  14 13.968 773.296 0.716423
  15 14.968 777.021 0.719874
  16 15.968 784.249 0.726571
  17 16.968 793.693 0.73532
  18 17.968 798.999 0.740236
  19 18.968 810.553 0.75094
  20 19.968 814.045 0.754175
  21 20.968 814.679 0.754763
  22 21.968 823.101 0.762565
  23 22.968 828.342 0.767421
  24 23.968 832.272 0.771062
  25 24.968 837.013 0.775454
  26 25.968 837.086 0.775522
  27 26.968 837.677 0.776069
  28 27.968 841.27 0.779399
  29 28.968 848.773 0.786349
  30 29.968 846.181 0.783948
  31 30.968 846.875 0.784591
  32 31.968 848.929 0.786494
  33 32.968 729.276 0.675641
