# Time-averaged data for fix rgnetA
# TimeStep c_gyrA
10000 30.1761
20000 30.1853
30000 30.1928
40000 30.1929
50000 30.1907
60000 30.1983
70000 30.2076
80000 30.2121
90000 30.2168
100000 30.2247
110000 30.2304
120000 30.2388
130000 30.249
140000 30.2565
150000 30.2626
160000 30.2672
170000 30.2722
180000 30.2774
190000 30.2838
200000 30.288
210000 30.2914
220000 30.2936
230000 30.2952
240000 30.2965
250000 30.2975
260000 30.2974
270000 30.2985
280000 30.3001
290000 30.2995
300000 30.2978
310000 30.2961
320000 30.2936
330000 30.2914
340000 30.2898
350000 30.2889
360000 30.2875
370000 30.285
380000 30.2843
390000 30.2845
400000 30.2853
410000 30.2856
420000 30.2857
430000 30.2867
440000 30.2874
450000 30.2888
460000 30.2901
470000 30.291
480000 30.2924
490000 30.2944
500000 30.2971
510000 30.2997
520000 30.303
530000 30.3065
540000 30.3093
550000 30.3118
560000 30.3144
570000 30.3178
580000 30.3203
590000 30.3225
600000 30.3251
610000 30.327
620000 30.3288
630000 30.3309
640000 30.3337
650000 30.3368
660000 30.3397
670000 30.3424
680000 30.3449
690000 30.3472
700000 30.3497
710000 30.3527
720000 30.3556
730000 30.3587
740000 30.3619
750000 30.3653
760000 30.368
770000 30.371
780000 30.374
790000 30.3768
800000 30.3794
810000 30.3818
820000 30.3841
830000 30.3864
840000 30.3884
850000 30.39
860000 30.392
870000 30.3941
880000 30.396
890000 30.3974
900000 30.399
910000 30.4009
920000 30.4027
930000 30.4048
940000 30.4067
950000 30.4086
960000 30.4104
970000 30.4126
980000 30.4147
990000 30.4169
1000000 30.4192
1010000 30.4212
1020000 30.4236
1030000 30.4262
1040000 30.4293
1050000 30.4326
1060000 30.4356
1070000 30.4385
1080000 30.4415
1090000 30.4441
1100000 30.4468
1110000 30.4494
1120000 30.452
1130000 30.4548
1140000 30.4572
1150000 30.46
1160000 30.4625
1170000 30.4649
1180000 30.4668
1190000 30.4683
1200000 30.47
1210000 30.4717
1220000 30.4731
1230000 30.4746
1240000 30.4765
1250000 30.4785
1260000 30.4807
1270000 30.4824
1280000 30.4839
1290000 30.4855
1300000 30.4872
1310000 30.4892
1320000 30.4912
1330000 30.4937
1340000 30.496
1350000 30.4984
1360000 30.501
1370000 30.5035
1380000 30.5062
1390000 30.5088
1400000 30.5112
1410000 30.5134
1420000 30.5158
1430000 30.5184
1440000 30.5208
1450000 30.5232
1460000 30.5256
1470000 30.5282
1480000 30.5307
1490000 30.5328
1500000 30.5352
1510000 30.5373
1520000 30.5391
1530000 30.5411
1540000 30.543
1550000 30.5447
1560000 30.5467
1570000 30.5486
1580000 30.5506
1590000 30.5526
1600000 30.5546
1610000 30.5567
1620000 30.5587
1630000 30.5606
1640000 30.5623
1650000 30.5643
1660000 30.5663
1670000 30.5682
1680000 30.5699
1690000 30.5718
1700000 30.5739
1710000 30.5762
1720000 30.5786
1730000 30.5809
1740000 30.5829
1750000 30.5848
1760000 30.5867
1770000 30.5884
1780000 30.59
1790000 30.5914
1800000 30.5928
1810000 30.5941
1820000 30.5956
1830000 30.5972
1840000 30.5988
1850000 30.6005
1860000 30.6022
1870000 30.604
1880000 30.6058
1890000 30.6075
1900000 30.6092
1910000 30.6107
1920000 30.6121
1930000 30.6136
1940000 30.6153
1950000 30.6169
1960000 30.6184
1970000 30.6199
1980000 30.6213
1990000 30.6226
2000000 30.6238
2010000 30.625
2020000 30.6261
2030000 30.6271
2040000 30.6282
2050000 30.6292
2060000 30.6302
2070000 30.6312
2080000 30.6323
2090000 30.6334
2100000 30.6345
2110000 30.6357
2120000 30.6371
2130000 30.6384
2140000 30.6397
2150000 30.6407
2160000 30.6419
2170000 30.6432
2180000 30.6445
2190000 30.6458
2200000 30.6471
2210000 30.6485
2220000 30.6499
2230000 30.6512
2240000 30.6527
2250000 30.6543
2260000 30.6558
2270000 30.6572
2280000 30.6587
2290000 30.6603
2300000 30.6617
2310000 30.6628
2320000 30.664
2330000 30.6653
2340000 30.6667
2350000 30.668
2360000 30.6694
2370000 30.6707
2380000 30.6721
2390000 30.6735
2400000 30.6751
2410000 30.677
2420000 30.6789
2430000 30.6809
2440000 30.6829
2450000 30.685
2460000 30.6873
2470000 30.6897
2480000 30.6923
2490000 30.6949
2500000 30.6974
2510000 30.6999
2520000 30.7024
2530000 30.7047
2540000 30.7072
2550000 30.7099
2560000 30.7124
2570000 30.7149
2580000 30.7174
2590000 30.7199
2600000 30.7223
2610000 30.7249
2620000 30.7275
2630000 30.73
2640000 30.7327
2650000 30.7353
2660000 30.7378
2670000 30.7402
2680000 30.7427
2690000 30.7451
2700000 30.7474
2710000 30.7497
2720000 30.7519
2730000 30.7539
2740000 30.7561
2750000 30.7582
2760000 30.7603
2770000 30.7623
2780000 30.7643
2790000 30.7663
2800000 30.7682
2810000 30.77
2820000 30.7717
2830000 30.7735
2840000 30.7753
2850000 30.7772
2860000 30.779
2870000 30.7807
2880000 30.7826
2890000 30.7844
2900000 30.7861
2910000 30.788
2920000 30.7899
2930000 30.7919
2940000 30.7938
2950000 30.7958
2960000 30.7977
2970000 30.7996
2980000 30.8015
2990000 30.8033
3000000 30.8051
3010000 30.807
3020000 30.8089
3030000 30.8107
3040000 30.8125
3050000 30.8142
3060000 30.8161
3070000 30.8181
3080000 30.8199
3090000 30.8218
3100000 30.8238
3110000 30.8256
3120000 30.8274
3130000 30.8292
3140000 30.8311
3150000 30.8329
3160000 30.8348
3170000 30.8366
3180000 30.8385
3190000 30.8403
3200000 30.8422
3210000 30.8442
3220000 30.8461
3230000 30.8481
3240000 30.8501
3250000 30.852
3260000 30.8538
3270000 30.8554
3280000 30.8571
3290000 30.8587
3300000 30.8602
3310000 30.8617
3320000 30.8633
3330000 30.8648
3340000 30.8665
3350000 30.8681
3360000 30.8697
3370000 30.8713
3380000 30.8729
3390000 30.8743
3400000 30.8758
3410000 30.8773
3420000 30.8788
3430000 30.8803
3440000 30.8818
3450000 30.8833
3460000 30.8848
3470000 30.8863
3480000 30.8879
3490000 30.8894
3500000 30.891
3510000 30.8926
3520000 30.8943
3530000 30.896
3540000 30.8977
3550000 30.8995
3560000 30.9014
3570000 30.9034
3580000 30.9054
3590000 30.9072
3600000 30.9091
3610000 30.911
3620000 30.913
3630000 30.915
3640000 30.9169
3650000 30.9189
3660000 30.9209
3670000 30.9229
3680000 30.925
3690000 30.927
3700000 30.929
3710000 30.9309
3720000 30.9328
3730000 30.9348
3740000 30.9367
3750000 30.9386
3760000 30.9405
3770000 30.9423
3780000 30.9441
3790000 30.946
3800000 30.9479
3810000 30.9498
3820000 30.9518
3830000 30.9538
3840000 30.9559
3850000 30.9581
3860000 30.9601
3870000 30.9621
3880000 30.9641
3890000 30.9661
3900000 30.9682
3910000 30.9702
3920000 30.9721
3930000 30.9739
