# Time-averaged data for fix rgnetA
# TimeStep c_gyrA
10000 30.9837
20000 30.9812
30000 30.982
40000 31.0001
50000 31.0076
60000 31.006
70000 31.0104
80000 31.0141
90000 31.0192
100000 31.0263
110000 31.0332
120000 31.0378
130000 31.0403
140000 31.0444
150000 31.0462
160000 31.0474
170000 31.0526
180000 31.0572
190000 31.0628
200000 31.0674
210000 31.0695
220000 31.0709
230000 31.0708
240000 31.0704
250000 31.0698
260000 31.0701
270000 31.0689
280000 31.0671
290000 31.0642
300000 31.0616
310000 31.0594
320000 31.0567
330000 31.0564
340000 31.0568
350000 31.0584
360000 31.0607
370000 31.0627
380000 31.0654
390000 31.0665
400000 31.0681
410000 31.0711
420000 31.076
430000 31.0819
440000 31.0873
450000 31.0933
460000 31.0999
470000 31.1059
480000 31.112
490000 31.1178
500000 31.1238
510000 31.1307
520000 31.1383
530000 31.1449
540000 31.1527
550000 31.1598
560000 31.1668
570000 31.173
580000 31.1795
590000 31.1861
600000 31.1926
610000 31.1982
620000 31.2031
630000 31.2086
640000 31.2147
650000 31.2207
660000 31.2261
670000 31.2313
680000 31.2375
690000 31.2443
700000 31.25
710000 31.2556
720000 31.2603
730000 31.2648
740000 31.2686
750000 31.272
760000 31.2752
770000 31.2779
780000 31.2808
790000 31.2841
800000 31.2872
810000 31.29
820000 31.293
830000 31.2967
840000 31.3011
850000 31.3058
860000 31.3096
870000 31.3131
880000 31.3165
890000 31.3201
900000 31.324
910000 31.3279
920000 31.3318
930000 31.3356
940000 31.3393
950000 31.3431
960000 31.3465
970000 31.3499
980000 31.3538
990000 31.3581
1000000 31.3625
1010000 31.3671
1020000 31.3713
1030000 31.3758
1040000 31.3803
1050000 31.3848
1060000 31.3897
1070000 31.3947
1080000 31.3997
1090000 31.4047
1100000 31.4093
1110000 31.4137
1120000 31.4186
1130000 31.4237
1140000 31.4289
1150000 31.4339
1160000 31.4393
1170000 31.4445
1180000 31.4497
1190000 31.4548
1200000 31.4596
1210000 31.4638
1220000 31.4673
1230000 31.4709
1240000 31.4755
1250000 31.4801
1260000 31.485
1270000 31.4898
1280000 31.4945
1290000 31.4992
1300000 31.5042
1310000 31.5089
1320000 31.5134
1330000 31.5178
1340000 31.5221
1350000 31.5268
1360000 31.5314
1370000 31.5354
1380000 31.5387
1390000 31.5418
1400000 31.5449
1410000 31.5478
1420000 31.5507
1430000 31.5533
1440000 31.5559
1450000 31.5579
1460000 31.5597
1470000 31.5615
1480000 31.5633
1490000 31.5649
1500000 31.5663
1510000 31.5678
1520000 31.569
1530000 31.5705
1540000 31.5723
1550000 31.5739
1560000 31.5756
1570000 31.577
1580000 31.5787
1590000 31.5804
1600000 31.5823
1610000 31.584
1620000 31.5859
1630000 31.5875
1640000 31.5892
1650000 31.5909
1660000 31.5929
1670000 31.5947
1680000 31.5961
1690000 31.5974
1700000 31.5987
1710000 31.6
1720000 31.6013
1730000 31.6027
1740000 31.6039
1750000 31.6048
1760000 31.6057
1770000 31.6067
1780000 31.6079
1790000 31.609
1800000 31.61
1810000 31.6112
1820000 31.6125
1830000 31.6137
1840000 31.6151
1850000 31.6163
1860000 31.6174
1870000 31.6184
1880000 31.6191
1890000 31.6198
1900000 31.6204
1910000 31.6209
1920000 31.6215
1930000 31.6222
1940000 31.6231
1950000 31.6244
1960000 31.6259
1970000 31.6273
1980000 31.6288
1990000 31.6301
2000000 31.6314
2010000 31.6328
2020000 31.6343
2030000 31.6359
2040000 31.6373
2050000 31.6385
2060000 31.6397
2070000 31.6408
2080000 31.642
2090000 31.6431
2100000 31.6443
2110000 31.6454
2120000 31.6464
2130000 31.6474
2140000 31.6483
2150000 31.6492
2160000 31.6499
2170000 31.6507
2180000 31.6516
2190000 31.6524
2200000 31.6533
2210000 31.6541
2220000 31.6549
2230000 31.6555
2240000 31.656
2250000 31.6566
2260000 31.6571
2270000 31.6575
2280000 31.658
2290000 31.6587
2300000 31.6595
2310000 31.6602
2320000 31.6609
2330000 31.6616
2340000 31.6622
2350000 31.6629
2360000 31.6635
2370000 31.6641
2380000 31.6648
2390000 31.6656
2400000 31.6662
2410000 31.6669
2420000 31.6674
2430000 31.6677
2440000 31.6679
2450000 31.6682
2460000 31.6684
2470000 31.6686
2480000 31.6688
2490000 31.6693
2500000 31.6697
2510000 31.6703
2520000 31.6712
2530000 31.6718
2540000 31.6725
2550000 31.6731
2560000 31.6737
2570000 31.6744
2580000 31.675
2590000 31.6756
2600000 31.6761
2610000 31.6766
2620000 31.6771
2630000 31.6776
2640000 31.6783
2650000 31.6791
2660000 31.6798
2670000 31.6805
2680000 31.681
2690000 31.6815
2700000 31.6819
2710000 31.6825
2720000 31.6831
2730000 31.6838
2740000 31.6846
2750000 31.6853
2760000 31.6861
2770000 31.687
2780000 31.688
2790000 31.6887
2800000 31.6893
2810000 31.6898
2820000 31.6904
2830000 31.691
2840000 31.6916
2850000 31.6921
2860000 31.6928
2870000 31.6937
2880000 31.6946
2890000 31.6956
2900000 31.6964
2910000 31.697
2920000 31.6977
2930000 31.6983
2940000 31.699
2950000 31.6996
2960000 31.7004
2970000 31.7011
2980000 31.7019
2990000 31.7027
3000000 31.7036
3010000 31.7046
3020000 31.7056
3030000 31.7064
3040000 31.7072
3050000 31.708
3060000 31.7089
3070000 31.7099
3080000 31.7108
3090000 31.7117
3100000 31.7128
3110000 31.7139
3120000 31.7151
3130000 31.7163
3140000 31.7175
3150000 31.7187
3160000 31.72
3170000 31.7213
3180000 31.7225
3190000 31.7236
3200000 31.7245
3210000 31.7255
3220000 31.7265
3230000 31.7277
3240000 31.729
3250000 31.7302
3260000 31.7315
3270000 31.7329
3280000 31.7342
3290000 31.7356
3300000 31.7371
3310000 31.7385
3320000 31.7401
3330000 31.7416
3340000 31.7431
3350000 31.7447
3360000 31.7461
3370000 31.7475
3380000 31.7489
3390000 31.7501
3400000 31.7512
3410000 31.7525
3420000 31.7536
3430000 31.7547
3440000 31.7558
3450000 31.7569
3460000 31.758
3470000 31.759
3480000 31.7599
3490000 31.7609
3500000 31.762
3510000 31.763
3520000 31.764
3530000 31.7648
3540000 31.7656
3550000 31.7665
3560000 31.7672
3570000 31.7679
3580000 31.7684
3590000 31.769
3600000 31.7697
3610000 31.7705
3620000 31.7712
3630000 31.7718
3640000 31.7724
3650000 31.773
3660000 31.7736
3670000 31.7742
3680000 31.7748
3690000 31.7754
3700000 31.776
3710000 31.7768
3720000 31.7777
3730000 31.7785
3740000 31.7791
3750000 31.7797
3760000 31.7801
3770000 31.7807
3780000 31.7812
3790000 31.7819
3800000 31.7826
3810000 31.7834
3820000 31.7843
3830000 31.7851
3840000 31.7862
3850000 31.7871
3860000 31.7882
3870000 31.7895
3880000 31.7907
3890000 31.7918
3900000 31.7929
3910000 31.7941
3920000 31.7953
3930000 31.7964
3940000 31.7976
3950000 31.7987
3960000 31.7999
3970000 31.8012
3980000 31.8024
3990000 31.8034
4000000 31.8045
4010000 31.8057
4020000 31.8069
4030000 31.8081
4040000 31.8093
4050000 31.8106
4060000 31.8119
4070000 31.8133
4080000 31.8146
4090000 31.816
4100000 31.8172
4110000 31.8184
4120000 31.8196
4130000 31.8209
4140000 31.8221
4150000 31.8232
4160000 31.8243
4170000 31.8255
4180000 31.8267
4190000 31.8278
4200000 31.8289
4210000 31.83
4220000 31.8312
4230000 31.8323
4240000 31.8334
4250000 31.8346
4260000 31.8357
4270000 31.8368
4280000 31.8379
4290000 31.839
4300000 31.8402
4310000 31.8416
4320000 31.843
4330000 31.8444
4340000 31.8459
4350000 31.8475
4360000 31.849
4370000 31.8505
4380000 31.8521
4390000 31.8536
4400000 31.8552
4410000 31.8569
4420000 31.8584
4430000 31.8598
4440000 31.8613
4450000 31.8629
4460000 31.8645
4470000 31.8661
4480000 31.8676
4490000 31.869
4500000 31.8704
4510000 31.8719
4520000 31.8733
4530000 31.8746
4540000 31.876
4550000 31.8773
4560000 31.8787
4570000 31.8801
4580000 31.8815
4590000 31.8831
4600000 31.8847
4610000 31.8863
4620000 31.8882
4630000 31.89
4640000 31.8919
4650000 31.8938
4660000 31.8957
4670000 31.8976
4680000 31.8995
4690000 31.9013
4700000 31.9031
4710000 31.905
4720000 31.907
4730000 31.9088
4740000 31.9105
4750000 31.9122
4760000 31.914
4770000 31.9157
4780000 31.9175
4790000 31.9192
4800000 31.921
4810000 31.9227
4820000 31.9245
4830000 31.9262
4840000 31.9279
4850000 31.9296
4860000 31.9314
4870000 31.9333
4880000 31.9351
4890000 31.9371
4900000 31.939
4910000 31.941
