# Chunk-averaged data for fix allDensity and group ave
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount density/number
8000000 33 27000
  1 1.1509 839.496 0.785183
  2 2.1509 834.964 0.780945
  3 3.1509 832.812 0.778932
  4 4.1509 832.384 0.778531
  5 5.1509 815.314 0.762566
  6 6.1509 807.072 0.754857
  7 7.1509 810.676 0.758228
  8 8.1509 806.354 0.754186
  9 9.1509 818.492 0.765538
  10 10.1509 820.008 0.766956
  11 11.1509 826.042 0.7726
  12 12.1509 821.132 0.768007
  13 13.1509 828.906 0.775279
  14 14.1509 818.124 0.765194
  15 15.1509 814.652 0.761947
  16 16.1509 816.16 0.763357
  17 17.1509 821.124 0.768
  18 18.1509 818.082 0.765155
  19 19.1509 814.82 0.762104
  20 20.1509 816.592 0.763761
  21 21.1509 825.684 0.772265
  22 22.1509 827.064 0.773556
  23 23.1509 822.12 0.768932
  24 24.1509 818.52 0.765564
  25 25.1509 826.458 0.772989
  26 26.1509 836.222 0.782121
  27 27.1509 832.242 0.778399
  28 28.1509 836.084 0.781992
  29 29.1509 837.57 0.783382
  30 30.1509 835.282 0.781242
  31 31.1509 856.448 0.801039
  32 32.1509 846.272 0.791521
  33 33.1509 586.828 0.548862
9000000 33 54000
  1 1.1509 829.49 0.775825
  2 2.1509 829.085 0.775446
  3 3.1509 824.308 0.770978
  4 4.1509 825.153 0.771768
  5 5.1509 817.133 0.764267
  6 6.1509 815.618 0.76285
  7 7.1509 815.152 0.762414
  8 8.1509 811.374 0.758881
  9 9.1509 818.682 0.765716
  10 10.1509 815.106 0.762371
  11 11.1509 814.271 0.76159
  12 12.1509 812.668 0.760091
  13 13.1509 819.606 0.76658
  14 14.1509 813.717 0.761072
  15 15.1509 817.209 0.764338
  16 16.1509 826.452 0.772983
  17 17.1509 832.461 0.778604
  18 18.1509 831.908 0.778086
  19 19.1509 832.91 0.779023
  20 20.1509 834.711 0.780708
  21 21.1509 841.222 0.786798
  22 22.1509 839.831 0.785497
  23 23.1509 835.268 0.781229
  24 24.1509 826.615 0.773136
  25 25.1509 831.559 0.77776
  26 26.1509 835.588 0.781528
  27 27.1509 828.243 0.774658
  28 28.1509 829.464 0.7758
  29 29.1509 831.673 0.777866
  30 30.1509 826.586 0.773109
  31 31.1509 833.924 0.779972
  32 32.1509 827.17 0.773655
  33 33.1509 575.843 0.538588
10000000 33 81000
  1 1.1509 824.741 0.771383
  2 2.1509 826.136 0.772688
  3 3.1509 821.59 0.768436
  4 4.1509 825.995 0.772556
  5 5.1509 822.861 0.769624
  6 6.1509 820.117 0.767058
  7 7.1509 818.657 0.765693
  8 8.1509 815.66 0.762889
  9 9.1509 818.698 0.765731
  10 10.1509 815.295 0.762548
  11 11.1509 809.451 0.757082
  12 12.1509 807.447 0.755208
  13 13.1509 814.303 0.76162
  14 14.1509 814.332 0.761647
  15 15.1509 816.583 0.763753
  16 16.1509 829.113 0.775472
  17 17.1509 835.086 0.781059
  18 18.1509 836.294 0.782189
  19 19.1509 839.613 0.785293
  20 20.1509 846.094 0.791354
  21 21.1509 848.69 0.793783
  22 22.1509 843.971 0.789369
  23 23.1509 838.962 0.784684
  24 24.1509 832.407 0.778553
  25 25.1509 833.225 0.779318
  26 26.1509 831.587 0.777786
  27 27.1509 825.693 0.772273
  28 28.1509 824.08 0.770765
  29 29.1509 824.529 0.771184
  30 30.1509 820.801 0.767698
  31 31.1509 824.414 0.771077
  32 32.1509 821.083 0.767961
  33 33.1509 572.493 0.535454
11000000 33 108000
  1 1.1509 822.687 0.769462
  2 2.1509 817.553 0.76466
  3 3.1509 818.121 0.765192
  4 4.1509 820.51 0.767425
  5 5.1509 821.085 0.767963
  6 6.1509 819.446 0.766431
  7 7.1509 816.866 0.764017
  8 8.1509 816.894 0.764043
  9 9.1509 822.67 0.769446
  10 10.1509 821.804 0.768636
  11 11.1509 816.915 0.764063
  12 12.1509 812.128 0.759586
  13 13.1509 817.154 0.764287
  14 14.1509 816.975 0.764119
  15 15.1509 814.533 0.761835
  16 16.1509 821.925 0.768749
  17 17.1509 826.762 0.773274
  18 18.1509 828.093 0.774519
  19 19.1509 833.435 0.779514
  20 20.1509 841.881 0.787414
  21 21.1509 843.701 0.789117
  22 22.1509 842.174 0.787689
  23 23.1509 840.543 0.786163
  24 24.1509 834.994 0.780973
  25 25.1509 834.692 0.78069
  26 26.1509 835.259 0.78122
  27 27.1509 831.771 0.777958
  28 28.1509 829.819 0.776133
  29 29.1509 827.891 0.774329
  30 30.1509 825.348 0.771951
  31 31.1509 828.101 0.774526
  32 32.1509 822.134 0.768944
  33 33.1509 576.135 0.538861
12000000 33 135000
  1 1.1509 820.333 0.76726
